user_id,movie_id,rating,title
4,447284,4,Солт
4,4631336,7,Джулс
4,980840,4,Проводник
4,6092619,8,Операция «Панда»
4,88746,5,Волчья яма
4,22522,8,Сплошные неприятности
4,841311,6,Война против всех
4,8110,6,Чёрный рыцарь
4,921938,7,22 мили
4,95154,4,За гранью страха
4,569149,8,Величайший фильм из всех когда-либо проданных
4,6553235,8,Айжамал
4,489603,5,Любовь – это для двоих
4,2231,6,Морские котики
5,149373,6,Дневник Елены Римбауер
5,586418,6,Мужские слезы
5,81202,4,Личный номер
5,764773,4,Школа добра и зла
5,590430,6,Доля ангелов
5,1003738,6,Мадам
5,1070658,6,Не тот сын
5,679025,6,За Маркса...
5,51439,6,Поцелуй навылет
5,257384,5,Княгиня Слуцкая
5,57258,7,Жить
5,1073213,6,По половому признаку
5,498707,8,Женщина в черном
5,2043,7,Улыбка Моны Лизы
5,4907342,5,Родители строгого режима
5,77576,7,Клик: С пультом по жизни
5,467536,6,Псих
5,81491,7,Деньги на двоих
5,1044101,7,Теснота
5,705356,5,Левиафан
5,842524,7,72 часа
5,111543,9,Темный рыцарь
5,102428,7,Неоспоримый 2
5,36277,10,Из воспоминаний
5,447651,5,Фонограмма страсти
5,805,6,Багровые реки
5,48236,5,"Красавчик Алфи, или Чего хотят мужчины"
5,5106348,5,Братство четырёх «Л»
5,5305959,6,Нечего терять
5,77082,7,Двойная порция
5,9554,7,Стриптиз
5,20868,7,Натали
5,1370454,7,Мертвые души. Дело Холостякова
5,800473,7,"Те, кто желает мне смерти"
5,6875,6,Жизнь этого парня
5,572035,10,Обитель проклятых
5,527,8,День сурка
5,566269,3,Освенцим
5,807271,6,Второй шанс
5,5453485,7,5 сентября
5,330425,7,Лейтенант Хорнблауэр: Возмездие
5,1269608,6,Плюс один
5,583532,7,Главная цель
5,7165623,5,Как стать миллионером
5,1991,7,Привидение
5,450612,4,Чрево
5,5461717,7,Поиски потерянного спутника Земли
5,102298,7,Хороший немец
5,4535508,7,Холодец
5,738837,6,Земля медведей
5,1232409,5,Мое прекрасное лето с Софи
5,731113,6,11.6
5,6777,6,Под покровом небес
5,3557,5,Повелитель иллюзий
6,4477115,6,Папа из спецназа
6,81525,5,Посейдон
6,1046170,6,Всегда верен
6,3509,7,Тень
6,18371,8,"Европа, Европа"
6,780470,7,Инферно
6,756940,5,Тайная миссия
6,406333,2,Последняя надежда человечества
6,278328,8,Не брать живым
6,623658,7,На гребне волны
6,432550,7,Неудержимые
6,916498,10,Малефисента: Владычица тьмы
6,398190,6,Стрижка
6,714888,8,Звёздные войны: Пробуждение силы
6,980348,7,Драка в блоке 99
6,4437849,7,Операция Маджну
6,1302489,5,Клыки ночи
6,428640,6,Замкнутый круг
6,590286,6,Бэтмен
6,1236867,5,Прощай
6,5475,5,Ниндзя из Беверли-Хиллз
6,843617,6,Техники
6,908691,8,Шафт
6,935940,4,Человек-муравей и Оса
6,819116,7,Богатей
6,458338,4,Шальные деньги
6,4679,6,Хладнокровный
6,5130957,6,Тайфун
6,348585,7,Второе дыхание
6,3544,5,Обмануть всех
6,841344,4,В долине насилия
6,5106206,5,Кангува
6,332380,4,В чёрной дыре
6,841790,6,Репортерша
6,682648,8,Великолепная семерка
6,1309557,4,Самаритянин
6,197146,6,Постал
7,21371,8,Ледяное сердце
7,1167867,5,Стрельцов
7,263317,8,"Индия, вперед!"
7,577289,7,Неуправляемый
7,5992790,8,Последняя тайна Олимпиады-80
7,478500,6,Я все еще здесь
7,412299,6,Побег из Вегаса
7,4547,8,Одиночки
7,94644,7,Король воздуха: Лига чемпионов
7,615583,6,Внутри Льюина Дэвиса
7,839971,6,Стрит: Бейся до конца
7,1311466,8,CODA: Ребенок глухих родителей
7,385274,7,Кадиллак Рекордс
7,7699,10,"Прощай, моя наложница"
7,77577,8,Всё или ничего
7,969760,5,Ламборгини: Человек-легенда
7,77832,8,Последние дни
7,403685,9,"Детройт, город метала"
7,1179041,8,Элвис
7,1730,5,Дни грома
7,687698,6,Непобедимые
7,5436801,9,Братья по нотам
7,1831,7,Музыка сердца
7,809900,8,Мальчики
7,229101,8,Коломбо: Синица в руках
7,570253,5,Никогда не сдавайся 2
7,886061,7,Итальянская гонщица
7,806934,5,Голос
7,725190,7,Одержимость
7,687,7,Хардбол
7,586488,5,Супер Майк
7,266536,8,Ветка сирени
7,596208,6,Хоть раз в жизни
7,420573,7,Сумасшедшее сердце
7,1065878,7,Холодная война
7,839768,9,Красная армия
7,50225,6,Гол!
7,733572,8,Жестокий ринг
7,10127,8,Полный беспредел
7,262050,7,Курт Кобейн: Рассказ о сыне
7,86202,7,Разбогатей или сдохни
7,586239,7,2pac: Легенда
7,23342,7,Tenacious D: Медиатор судьбы
7,102284,7,Грейси
7,943362,6,Роналду
7,416324,8,Человек на проволоке
7,6706155,8,Руки Вверх!
8,5429847,9,Синистер. Пожиратель душ
8,4949084,4,Клаустрофобы: Инсомния
8,1451292,9,Дополнительный урок
8,494848,4,Шальные деньги: Стокгольмский нуар
8,14415,5,Дориан Грей. Дьявольский портрет
8,2521,7,Дорога на Арлингтон
8,605269,6,Мама
8,61418,4,Тень якудза
8,561529,3,Крошка Молли
8,565837,4,11-11-11
8,453397,6,Оно
8,696765,6,Девушка из ниоткуда
8,1171869,6,Амбивалентность
8,1178137,5,Солнцестояние
8,940122,7,В конце туннеля
8,565819,7,Выживут только любовники
8,256503,7,Живой
8,1249672,5,Середина века
8,261761,6,Убийства в Оксфорде
8,589,5,Анатомия
8,22173,3,Техасская резня бензопилой 4: Новое поколение
8,6654520,6,Кровавая луна
8,453159,5,Живая мишень
8,255368,6,Мечта Кассандры
8,48417,8,Крысятник
8,88054,8,Манеры выживать 5+
8,428640,6,Замкнутый круг
8,1338024,6,Планета обезьян: Новое царство
8,84041,7,Полусвет
8,1184860,7,Командный пункт
8,4200,7,Волк
8,410599,7,Груз
8,416401,4,Грузовик-призрак
8,1095690,6,Звериная ярость
8,5105910,6,Что скрывает любовь
8,406250,7,Разумное сомнение
8,462466,6,Копы в глубоком запасе
8,81845,7,"Суини Тодд, демон-парикмахер с Флит-стрит"
8,1102775,5,Пила: Начало
8,821048,5,Добро пожаловать в рай
8,15530,5,Очень дикие штучки
9,5084,10,Без чувств
9,781220,6,Короткометражка Marvel: Агент Картер
9,472177,6,Не надо печалиться
9,15596,9,Второй шанс
9,5932,8,Очень страшное кино
9,2543,8,"Тот, которого заказали"
9,449944,3,Золотая рыбка
9,23407,7,Роскошная жизнь
9,6550,5,Байки из склепа: Кровавый бордель
9,431241,7,Снежный человек
9,41084,6,Старые клячи
9,5452650,10,Огненный лис
9,4374844,7,Любовь на поводке
9,7698,7,Андеграунд
9,601491,5,Что случилось прошлой ночью
9,981105,6,Бабушка лёгкого поведения
9,1437989,7,Прорваться в НБА
9,838962,3,Дабл трабл
9,586643,6,Крут как я
9,1326397,8,Батя
9,252117,6,Продается дача
9,486452,5,Реальные воспоминания международного убийцы
9,826382,6,Призрачный патруль
9,417854,2,Ржевский против Наполеона
9,6738356,4,Садовник
9,1052953,5,Любовь по расчету
10,1395415,4,Я — Грета
10,22619,7,Опасные умы
10,968030,9,Русские евреи. Фильм первый. До революции
10,1053846,7,Тачка на миллион
10,602749,6,Парни со стволами
10,87182,7,"Прощай, Бафана"
10,84451,6,Альфа Дог
10,1045725,6,Король вне закона
10,229288,7,Мы остались одни вместе
10,4721,7,Александр
10,1188248,6,Калашников
10,6348215,9,Хаяо Миядзаки и птица
10,6175,9,Дневник баскетболиста
10,462867,7,Голос улиц
10,1239696,6,Иуда и чёрный мессия
10,1371653,8,Лаборатория смерти. Апокалипсис по-японски
10,627299,6,Рокетмен
10,451265,6,Вода
10,7165623,6,Как стать миллионером
10,996027,7,Игры разумов
10,558075,6,Одиссея
10,9269,7,Лютер
11,47397,7,Девушка на мосту
11,18545,8,Дикость
11,586476,7,Шеф
11,775392,7,Сотни улиц
11,412910,6,Биллу
11,688639,6,Машина
11,9739,6,Самоволка
11,506239,9,Любовь
11,1162809,5,Луна
11,1218697,5,Утраченный дом
11,1024783,4,Специальный отряд
11,34654,3,Стрелок
11,1013343,6,Вонка
11,1341631,5,Вписка
11,3621,7,Вердикт за деньги
11,938727,7,Обещание на рассвете
11,7267,8,Рокки 5
11,5262,8,Хилари и Джеки
11,450184,5,Ласковый май
11,47814,6,"Весна, лето, осень, зима... и снова весна"
11,1102365,7,Код Красный
11,933787,4,Не чужие
11,161149,6,Следопыт
11,280562,9,Звёздочки на земле
11,6321,5,"Я люблю тебя, я тебя не люблю"
12,2953,4,Любовь по правилам и без
12,4535504,8,Боевая машина
12,18343,7,Дети века
12,709807,6,Под прицелом любви
12,41475,6,Барышня-крестьянка
12,4859941,5,Без ответа
12,4442784,5,Из моего окна
12,501,7,Три цвета: Красный
12,5417469,7,"Бонхёффер: Пастор, шпион, убийца"
12,6871,7,Пляж
12,195435,8,Еще одна из рода Болейн
12,970882,8,Дангал
12,1158460,6,Шамшера
12,1325844,5,Инферно Габриеля: Часть 1
12,399,9,Храброе сердце
12,679970,5,Любовь в словах и картинах
12,5238462,6,Река — одиссея жизни
12,573733,8,Юнайтед. Мюнхенская трагедия
12,1150547,6,Любовь между строк
12,5556,5,Шарлотта Грей
12,634254,9,Ип Ман 4
12,4768,7,Феномен
12,61439,7,Знакомство с Факерами
12,473939,6,Столетие американского кино
12,88190,9,Кэнди
12,784455,7,Краденое свидание
12,463647,6,Железная леди
12,1179274,6,Подлодка U-235
12,392557,7,Обещать – не значит жениться
12,1044273,6,Невезучая
12,908357,3,Планетариум
12,272758,8,Во имя чести
12,77795,8,Триумф
12,6019635,5,Слово пацана. Кровь на асфальте. Фильм о фильме
12,663695,4,Этот неловкий момент
12,4479969,3,Одной безумной ночью
12,1173444,8,Того
12,1402535,6,Роман служанки
12,268593,8,Черный шар
12,506296,7,Клятва
12,279894,7,Крутой поворот
12,5394213,5,Горизонты: Часть 2
12,447696,5,"Тайны дворцовых переворотов. Россия, век XVIII. Фильм 2. Завещание императрицы"
12,6739488,7,"Привет, это я"
12,494448,7,Великий воин
12,302414,7,Любовники Кафе де Флор
12,585056,4,Мастер
12,102204,6,Секрет
12,463952,5,"Жизнь, как она есть"
12,3616,7,Эмма
12,230755,7,"Фантагиро, или Пещера золотой розы 2"
12,495893,5,Близнецы
12,838856,4,Статус: Свободен
12,10168,5,Месть
12,437555,6,Красавчик 2
12,105423,8,Четыре дороги
13,1209736,5,Жил-был Дэдпул
13,763,8,Мой пёс Скип
13,1406604,6,Как женить красавчика
13,6400640,5,Мистер Козёл
13,5408142,6,Лгунья
13,458233,5,Моя ужасная няня 2
13,915270,6,Хороший мальчик
13,957726,6,Невероятные приключения Факира
13,981833,8,Женский мозг: Инструкция по применению
13,1198736,7,Я иду искать
13,41551,6,Не валяй дурака...
13,87706,7,Шалун
13,6363,7,Счастье
13,4536580,7,Баба Яга спасает мир
13,86989,7,Прощальный поцелуй
13,1002607,8,Команда Тора
13,1084,7,Счастливые случаи
13,295060,5,Американский пирог: Переполох в общаге
13,2219,8,Правдивая ложь
13,272436,4,Братц
13,5009522,4,Семейное дело
13,32061,7,Эльвира: Повелительница тьмы 2
14,462168,7,Кокни против зомби
14,1309926,5,Угнать и продать
14,1392550,8,Быстрее пули
14,3679,7,Эйс Вентура 2: Когда зовет природа
14,88175,10,Просто друзья
14,4653361,6,Время для себя
14,682385,7,Франкенштейн: Ли Миллер
14,438268,6,Бьютифул
14,655450,4,Удиви меня
14,77396,4,Даже не думай 2: Тень независимости
14,1137812,7,Сирано. Успеть до премьеры
14,271819,3,Глянец
14,518330,5,Кристофер и ему подобные
14,3908,7,Плохие парни
14,907295,8,Моя большая греческая свадьба 2
14,9610,7,Сладкий и гадкий
14,4910100,6,Задира
14,84027,8,Неуловимый
14,1038789,5,Охотник на монстров
14,1117379,6,Поменяться местами
14,9688,7,Дестини включает радио
14,182352,8,Козырные тузы
14,522094,2,Вампирский засос
14,811571,5,Беглецы
14,105708,7,Искушение волков
14,986495,3,Улетные девочки
14,928962,7,Зип и Зап на острове Капитана
14,5556,8,Шарлотта Грей
14,374715,2,Обитаемый остров: Схватка
14,4786340,6,Уцелевший
14,20888,7,Мой отец – мой герой
14,474935,6,Звезда родилась
14,7735,6,Урга: Территория любви
14,1164520,5,Гренландия
14,1301880,6,Семейный бюджет
14,347293,3,20 сигарет
14,5175051,6,"Летние каникулы, или Как спасти город"
14,557837,6,Резня
14,884,6,Говорящие с ветром
14,92839,3,Теккен
14,1044495,4,К теще на блины
14,252507,7,10 шагов к успеху
14,5343,7,Круто сваренные
14,77180,6,Мой лучший любовник
15,1164937,6,Меня зовут Долемайт
15,48694,6,Мертвые пташки
15,13332,5,Дракон: История Брюса Ли
15,454190,7,Телохранители и убийцы
15,432385,5,Одна война
15,462867,8,Голос улиц
15,197739,7,Джодха и Акбар
15,81756,5,Мех: Воображаемый портрет Дианы Арбус
15,3442,6,Троя
15,77453,6,Капитан Алатристе
15,5141604,8,"Мальчик, который прятался в лесу"
15,81682,5,Домино
15,938644,9,Фаворитка
15,1345290,3,Естественный свет
15,1108495,6,Аэронавты
15,640,4,Золотая пыль
15,6987,6,История Антуана Фишера
15,11077,8,Кундун
15,1059,7,Амистад
15,871,6,Вдова с острова Сен-Пьер
15,4889710,8,"Объясни мне, любовь"
15,278177,6,Робин Гуд
15,1435413,6,Спенсер
15,596626,5,Магия слов: История Дж.К. Роулинг
15,739642,7,Эверест
15,4499782,8,Джерри и Мардж играют по-крупному
15,530,5,Игры разума
15,613332,6,"Тот, кто прошел сквозь огонь"
15,24198,8,Модильяни
15,842913,8,Колония Дигнидад
16,55118,7,Табу
16,498728,5,В клетке
16,687297,3,Помощники
16,17636,6,Орландо
16,278206,8,Добро пожаловать в Лэйквью!
16,77551,6,Это случилось в долине
16,725149,6,Против солнца
16,4914,7,Ураган
16,9535,7,Авторитет
16,5497963,4,Паранойя
16,893843,7,Джунгли
16,5209,6,Все маленькие животные
16,942396,8,"Дом, который построил Джек"
16,604,9,Королевская битва
16,296742,7,На вершине мира: История Мохаммеда Али
16,61438,6,Аферисты Дик и Джейн
16,925763,5,Акулий торнадо 4: Пробуждение
16,669982,5,Шутки в сторону
16,63979,4,Благословенная Мария
16,542668,5,Экстрасенс
16,31846,3,Падшая женщина
16,4477548,5,Запретная страсть
16,597687,7,Люди Икс: Дни минувшего будущего
16,566232,8,"Я, Алекс Кросс"
16,102127,8,Как трусливый Роберт Форд убил Джесси Джеймса
16,1105,6,Малкольм Икс
16,1289692,8,Тихий омут
16,667492,4,Большая любовь
16,1111734,7,Дикая лига
16,1143927,8,"Али, рули!"
16,160030,5,Видео Бенни
16,944280,6,Рейд: Пуля в голове
16,9799,6,Хэллоуин: 20 лет спустя
16,764141,4,Пакт 2
16,586297,8,Стукач
16,482151,9,Доверие
16,899979,8,Инсайдеры
17,426314,5,Операция «Мертвый снег»
17,678763,6,Джекпот
17,7894,5,Свадебная вечеринка
17,4463,7,Роковая восьмерка
17,1213512,4,"Осторожно, Кенгуру!"
17,462074,6,Великолепная Гилли Хопкинс
17,1061008,5,Кротоа
17,925669,7,Идеальные незнакомцы
17,7656,7,"Анкор, еще анкор!"
17,402983,4,Уличный боец
17,1359074,6,Чудаки навсегда
17,2769,5,Провал во времени
17,4533254,5,Свободные отношения
17,1449103,6,При чём тут любовь?
17,18140,7,Вид на жительство
17,1234906,6,Алмазный меч
17,568316,4,Чиллерама
17,916491,6,Абсолютная власть
17,455627,7,Зимняя кость
17,167491,7,Шаг вперед
17,105013,7,Бой с тенью 2: Реванш
17,587775,6,Мир крепежа
17,397547,3,Три дня
17,1320413,4,Аким
17,409460,5,Дикая вишня
17,6379,7,Люди в чёрном 2
17,612,7,Чёрный ястреб
17,12360,6,Музыка из другой комнаты
17,1008477,5,Отряд самоубийц: Миссия навылет
17,424037,9,Простые сложности
17,47400,7,Солнце ацтеков
17,1055144,7,Как отмыть миллион
17,835877,7,Телохранитель киллера
17,6183,7,Два дня в долине
17,437440,5,Сайрус
17,48246,6,Бункер
17,874985,7,Ведьма любви
17,9446,8,Мой мужчина
17,418847,8,Приговор
17,5133406,8,Криминальный город: Возмездие
17,1074841,4,Этим летом
17,3736,5,Правое дело
17,6348215,8,Хаяо Миядзаки и птица
17,929146,6,Полусвет: Школа куртизанок
17,958519,8,Отель Мумбаи: Противостояние
17,1236234,4,Адский ад
17,5048496,7,Круиз по джунглям: Тайна Вальверде
17,41205,5,Хаги — Траггер
17,1273624,5,Стоп-кран
17,1396701,4,Последний наемник
17,1087454,4,Большой брат
17,523,7,Перекресток Миллера
17,377138,6,Убийство школьного президента
17,600847,5,Мальчишник: Часть III
17,606716,4,Раз! Два! Три! Умри!
17,629470,7,Суровое испытание
17,331717,8,"Тень, или Может быть, все обойдется"
17,5452430,3,Непробиваемые
17,9318,4,Убийца
17,552698,5,Простушка
18,797587,5,Ускорение
18,503043,4,Таинственный Альберт Ноббс
18,1402937,8,"Артур, ты король"
18,20145,6,Слон
18,1202417,7,Криминальные боссы
18,1209476,8,Легенда о Зелёном Рыцаре
18,493374,7,Падшие
18,5425035,5,В погоне за камнем
18,61520,7,Анатомия любви
18,24698,10,Городской охотник
18,696038,6,Монстр Джеффри Дамер
18,1226786,6,Снега больше не будет
18,1309570,8,Человек-паук: Нет пути домой
18,1676,8,Солдатики
18,33755,6,Остров МакКинси
18,13469,6,Братья Гримм
18,840688,6,Преступная деятельность
18,1172136,7,Волны
18,52509,6,Открытые сердца
18,910074,6,Железнодорожные тигры
18,706897,3,Во имя короля 3
18,77177,7,"Нью-Йорк, Нью-Йорк"
18,1209623,6,Исчезнувшие
18,1283862,4,Манк
18,810,8,Правила секса
18,6104902,7,Миссия: Чужой
18,601022,4,Мачете убивает
18,820806,6,Мифика: Тёмные времена
18,824,6,Сексуальная тварь
18,1049282,4,Молчание
19,4570,6,Геттисбург
19,1307714,6,Пес под прикрытием
19,400599,8,Джонни Д.
19,7091,7,Чумовая пятница
19,86991,8,Доброй ночи и удачи
19,22188,7,Могучие утята 2
19,930878,5,Т-34
19,4438606,5,Школа волшебства
19,5461261,7,Суворовец 1944
19,958532,5,"Женщина, идущая впереди"
19,47197,8,Евангелие от Иоанна
19,1029023,8,Восточный ветер 3: Наследие Оры
19,979362,6,Эспен в королевстве троллей
19,4370,6,Мой братец Бейб
19,255134,6,Страсти-мордасти во второй степени
19,577693,5,Саванна
19,2755,8,Снежные псы
19,674218,5,Красавица и чудовище
19,606646,8,12 лет рабства
19,1255291,7,Три орешка для Золушки
19,251825,5,Принц и я: Королевская свадьба
19,5599056,8,Гампи. Собачья жизнь
19,1026748,5,Джим Пуговка и машинист Лукас
19,991805,6,Идеальное Рождество
19,778646,6,Переправа
19,842113,6,В лабиринте молчания
19,425019,5,Книга мастеров
19,1108415,5,Дора и Затерянный город
19,195751,5,Проклятие золотого цветка
19,1033352,5,Кристофер Робин
19,6700,7,Воришки
19,4418992,6,Рядовой Чээрин
19,928077,9,Кинчем — мое сокровище
19,840885,3,Большой и добрый великан
19,270494,9,Король и шут
19,448751,7,"Тайны дворцовых переворотов. Россия, век XVIII. Фильм 3. Я — император"
19,1029333,8,Земля: Один потрясающий день
19,2613,6,1492: Завоевание рая
19,542446,8,Бегство рогатых викингов
19,841636,6,Дамбо
19,14434,8,Цареубийца
19,261513,7,Сахара
19,20789,5,Один дома 3
19,6385617,6,Волшебный единорог
19,784282,5,Мара и Бог огня
19,24197,5,Звезда сцены
19,252296,5,Рождественское чудо Джонатана Туми
19,1346358,4,Летучий корабль
19,807852,8,Излечить страх
19,5593407,8,Последний приговор
19,781,7,Патриот
19,929027,6,Курск
19,6572625,6,Новогоднее чудо
19,5265670,6,Родной
19,1367685,5,Фокус-покус 2
20,629253,7,Коммуналка
20,4961757,7,Криминальный город: Разборки в Пусане
20,5094888,8,Хитмен. Последнее дело
20,1100723,4,Идеальная няня
20,8949,8,Птичка на проводе
20,893535,6,"Хуже, чем ложь"
20,178586,7,"Воздух, которым я дышу"
20,581844,8,Орудие смерти
20,667291,8,Финансовый монстр
20,1942,9,Холодная гора
20,3706,4,Тайные агенты
20,897012,4,Мальчишник в Паттайе
20,689489,6,Любовь и монстры
20,1111361,7,Предатель
20,708187,7,Русалка и дочь короля
20,6018,6,Стиратель
20,8918,5,Генозавр
20,942396,6,"Дом, который построил Джек"
20,41608,9,Механическая сюита
20,78589,6,Вера Дрейк
20,806417,4,Ио
20,5212153,5,Час тишины
20,606731,6,Путешествие на Запад
21,2906,7,Побег из Лос-Анджелеса
21,243596,6,Хроники Нарнии: Принц Каспиан
21,784293,7,Царь скорпионов 4: Утерянный трон
21,1722,8,Смерч
21,5001,5,Агент Коди Бэнкс 2: Пункт назначения – Лондон
21,9514,6,Сломанная стрела
21,103412,7,Спуск
21,771083,5,Роковой маршрут
21,276478,7,Мамма MIA!
21,575180,9,Пираты Карибского моря: Мертвецы не рассказывают сказки
21,1587,6,Норт
21,1345846,10,Гамильтон
21,11748,7,Странная парочка 2
21,378,7,"Крадущийся тигр, затаившийся дракон"
21,687197,8,Семейка вампиров
21,5078981,5,Золотая дюна
21,718222,8,Звёздные войны: Скайуокер. Восход
21,4891505,8,Круиз. В поисках сокровищ
21,279235,3,Скалолазка и последний из седьмой колыбели
21,103305,7,Капризное облако
21,648075,7,Прогулка по солнечному свету
21,251733,9,Аватар
21,913060,4,Болевой порог
21,5048496,6,Круиз по джунглям: Тайна Вальверде
21,1042726,6,Удивительное путешествие доктора Дулиттла
21,603224,7,Короткометражка Marvel: Забавный случай на пути к молоту Тора
21,2982,7,Парк Юрского периода 3
21,416547,8,Камера 211
21,255129,6,Звездный путь
21,70944,7,Розовая пантера
21,461904,8,Бурлеск
21,416522,8,Дитя джунглей
21,836,8,Космические ковбои
21,979779,7,Бог грома
21,842401,5,Сердце дракона 3: Проклятье чародея
21,978061,5,Кошки
21,76044,4,Тёмный лес
21,841518,7,Черепашки-ниндзя 2
21,778963,6,Мордекай
21,94544,7,Флика
21,470038,5,Господа Бронко
21,1174293,7,Тик-так... БУМ!
21,894027,7,Форсаж 8
21,1445164,7,Грозный папа
21,455218,8,Маленький большой солдат
22,79749,4,Бетховен 4
22,694018,6,За сигаретами
22,468581,8,Голодные игры
22,4967684,6,Материнский инстинкт
22,2885,8,Игры джентльменов
22,313125,5,Временная петля
22,12090,8,Мистер и миссис Смит
22,923201,6,Сначала они убили моего отца
22,3609,7,Планкетт и Маклейн
22,1070264,5,Догмэн
22,3935,7,Чужой 4: Воскрешение
22,702781,4,Летняя ночь в Барселоне
22,471586,6,Образование
22,1118663,5,Вивариум
22,680,8,Оборотень
22,5293,7,Семейка Аддамс
22,714878,7,Ну разве не романтично?
22,5189441,4,Пять фунтов искупления
22,790612,5,Порочная невинность
22,102339,7,Бунтарка
22,1071904,7,"Помогите, я уменьшил своих родителей!"
22,807122,8,12-й человек
22,433680,6,Папа напрокат
22,677768,7,Закон ночи
22,571892,9,Королевство полной луны
22,807818,6,Молодость
22,924366,4,Под прицелом
22,6948,9,Мертвые президенты
22,1390793,7,Беглец
22,4471824,4,Больной
22,821009,5,План Мэгги
22,4646490,6,Поехали!
22,523,6,Перекресток Миллера
22,313,5,Играй как Бекхэм
22,4710734,6,Ответственная гражданка
22,1170756,4,Клаустрофобы: Квест в Москве
22,603222,5,Волчья яма 2
22,5591,6,Блеск славы
